Smiles,Tg(C)
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCc1ccccc1,55
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCCCCCCCCCCCC,17
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCC,53
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCCOCCOCC,18
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCCCCCC,28
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OC,63
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCCCCCCCC,16
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCC(C)C,50
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OC(C)C,58
*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OC(CC)C,44
*Oc1ccc(cc1)CC(NC(=O)Cc1ccc(cc1)OC(=O)COCC(=O)*)C(=O)OCC,66
*Oc1ccc(cc1)CC(NC(=O)Cc1ccc(cc1)OC(=O)COCC(=O)*)C(=O)OCCCCCC,46
*Oc1ccc(cc1)CC(NC(=O)Cc1ccc(cc1)OC(=O)COCC(=O)*)C(=O)OCCCCCCCC,51
*Oc1ccc(cc1)CC(NC(=O)Cc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCC,50
*Oc1ccc(cc1)CC(NC(=O)Cc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCCCCCC,31
*Oc1ccc(cc1)CC(NC(=O)Cc1ccc(cc1)OC(=O)COCCOCC(=O)*)C(=O)OCCCCCCCC,23
*Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,207.5
*Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C(F)(F)F)C(F)(F)F,192
*Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,237
*Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,203.5
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,214
*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,148.67
*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F,121
*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,182.5
*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,153.33
*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F,123.33
*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,169
*Oc1c(c(cc(c1)Cl)Cl)*,165
*Oc1c(cc(cc1)OCCCC(=O)NNC(=O)c1ccc(cc1)C(=O)NNC(=O)CCC*)C,125.5
*Oc1c(cc(cc1)OCCCCC(=O)NNC(=O)c1ccc(cc1)C(=O)NNC(=O)CCCC*)C,139.5
*Oc1c(cc(cc1)OCCCCCC(=O)NNC(=O)c1ccc(cc1)C(=O)NNC(=O)CCCCC*)C,110.5
*c1oc(nn1)c1ccc(cc1)c1oc(nn1)CCCOc1c(cc(cc1)OCCC*)C,125.5
*c1oc(nn1)c1ccc(cc1)c1oc(nn1)CCCCOc1c(cc(cc1)OCCCC*)C,139.5
*c1oc(nn1)c1ccc(cc1)c1oc(nn1)CCCCCOc1c(cc(cc1)OCCCCC*)C,110.5
*Oc1ccc(cc1)C(c1ccc(cc1)OCOc1ccc(cc1)C(c1ccc(cc1)OCCCCCCCCCCCC*)(C)C)(C)C,37
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)*)CC1,235
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)*)CCC1,190
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)*)CCCC1,186
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)*)(C)C)CCC1,194
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)*)(C)C)CCCC1,188
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCCC1)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)*)CC1,240
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)*)CCC1,190
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCCCCC1)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)*)CCCC1,196
*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)Oc1ccc(cc1)OCC*)OCCCCC,95
*C1COC2C1OCC2OC(=O)O*,139.7
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C1(C2CC3CC(CC1C3)C2)c1ccc(cc1)*,264
*Oc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C1(C2CC3CC(CC1C3)C2)c1ccc(cc1)*,257.33
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C1(C2CC3CC(CC1C3)C2)c1ccc(cc1)*,230
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C1(C2CC3CC(CC1C3)C2)c1ccc(cc1)*,252
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C1(C2CC3CC(CC1C3)C2)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,241
*Oc1ccc(cc1)NC(=O)c1cc2c(cc1)cc(cc2)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C1(C2CC3CC(CC1C3)C2)c1ccc(cc1)*,266
*Oc1ccc(cc1)NC(=O)c1c2c(c(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C1(C3CC4CC(CC1C4)C3)c1ccc(cc1)*)cccc2,269
*c1cc2c(oc(n2)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,230.67
*OCC(CN(CC(COCCCC*)O)c1ccc(cc1)N(C)C)O,31
*Oc1ccc(cc1)NC(=O)c1c(ccc(c1)C(c1cc(c(cc1)C(=O)O)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O,260
*C1(COC1)COc1ccc(cc1)C(c1ccc(cc1)OC*)(C(F)(F)F)C(F)(F)F,134
*N1C(N2N(C1=O)C(N(C2=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccc(cc1)OC)c1ccc(cc1)OC,163
*c1sc2cc3c(cc2n1)sc(n3)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,255
*N1CCOC1(*)CC,55
*c1c2ccc(=O)cc2oc2cc(ccc12)OC(=O)c1c(cccc1)*,250
*[Si]1(O[Si](O[Si](O1)(C)C)(C)C)O[Si](CC*)(C)C,-66
*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,205
*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F,185
*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,200
*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,210
*c1oc(nc1c1ccc(cc1)OCOc1ccc(cc1)*)c1ccc(cc1)[N+](=O)[O-],194
*c1nc(nc(c1c1ccc(cc1)OC)OCCOC(=O)CCCC(=O)OCCO*)c1ccc(cc1)OC,57
*c1nc(nc(c1c1ccc(cc1)OC)OCCOC(=O)CCCC(=O)OCCO*)c1ccc(cc1)OCCCC,46
*c1nc(nc(c1c1ccc(cc1)OCCCC)OCCOC(=O)CCCC(=O)OCCO*)c1ccc(cc1)OCCCC,37
*c1nc(nc(c1c1ccc(cc1)OC)OCCOC(=O)CCCCC(=O)OCCO*)c1ccc(cc1)OC,48
*c1nc(nc(c1c1ccc(cc1)OC)OCCOC(=O)CCCCC(=O)OCCO*)c1ccc(cc1)OCCCC,34
*c1nc(nc(c1c1ccc(cc1)OC)OCCOC(=O)c1ccc(cc1)C(=O)OCCO*)c1ccc(cc1)OCCCC,94
*c1nc(nc(c1c1ccc(cc1)OC)OCCOC(=O)c1cc(ccc1)C(=O)OCCO*)c1ccc(cc1)OCCCC,92
*OC(=O)c1c(ccc(c1)N=Nc1ccc(cc1)OCC)c1c(cc(cc1)N=Nc1ccc(cc1)OCC)C(=O)OCCOCCOCC*,65
*c1nc(nc(c1c1ccc(cc1)OC)OCCOC(=O)c1c(ccc(c1)N=Nc1ccc(cc1)OCC)c1c(cc(cc1)N=Nc1ccc(cc1)OCC)C(=O)OCCO*)c1ccc(cc1)OCCCC,126
*C1OC(C(C(C1O)O)O*)COCO,208
*Oc1ccc(cc1)C=CC(=O)OCCN(CCOC(=O)C=Cc1ccc(cc1)OCCCCC*)c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],92
*OC(=O)/C=C/C(=O)OCCOCC*,-13.13
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)OC(=O)C=Cc1ccccc1)(C)C,100.6
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)OC(=O)C=Cc1occc1)(C)C,107.2
*c1nc2c(c(c1)c1ccccc1)cc(cc2)Oc1cc2c(nc(cc2c2ccccc2)c2ccc(cc2)OCCN(CCOc2ccc(cc2)*)c2ccc(cc2)C(=C(C#N)C#N)C#N)cc1,175
*c1nc2c(c(c1)c1ccccc1)cc(cc2)Oc1cc2c(nc(cc2c2ccccc2)c2c(ccc(c2)*)OCCN(c2ccc(cc2)C(=C(C#N)C#N)C#N)CC)cc1,200
*c1nc2c(c(c1)c1ccccc1)cc(cc2)Oc1cc2c(nc(cc2c2ccccc2)c2c(ccc(c2)*)OCCCCCCN(c2ccc(cc2)C(=C(C#N)C#N)C#N)CC)cc1,175
*O[Si](CCCCCCOC(=O)C(Oc1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCCCC[Si](*)(C)C)C)(C)C,35
*O[Si](CCCCCCOC(=O)C(Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCCCC[Si](*)(C)C)[N+](=O)[O-])C)(C)C,20
*Oc1ccc(cc1)NC(=O)Nc1c(cccc1)CCc1ccc(cc1)NC(=O)Nc1ccc(cc1)*,200
*Oc1ccc(cc1)NC(=O)Nc1c(cccc1)CCc1c(cccc1)NC(=O)Nc1ccc(cc1)*,232
*Oc1cc(ccc1)OC1(C(C(C1(F)F)(F)F)(*)F)F,32
*Oc1ccc(cc1)c1ccc(cc1)OC1(C(C(C1(F)F)(F)F)(*)F)F,157.93
*Oc1ccc(cc1)Sc1ccc(cc1)OC1(C(C(C1(F)F)(F)F)(*)F)F,78
*Oc1ccc(cc1)C(c1ccc(cc1)OC1(C(C(C1(F)F)(F)F)(*)F)F)(C)C,98
*Oc1ccc(cc1)C(c1ccc(cc1)OC1(C(C(C1(F)F)(F)F)(*)F)F)(C(F)(F)F)C(F)(F)F,122.5
*Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)OC1(C(C(C1(F)F)(F)F)(*)F)F,228
*Oc1cc(ccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,123
*Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)*)cccc3)cccc2,226
*Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)cccc3)cccc2,147
*Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1c(c(ccc1)Oc1ccc(cc1)*)C)cccc3)cccc2,156
*Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1c(ccc(c1)Oc1ccc(cc1)*)CCCCCC)cccc3)cccc2,150
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1ccc(cc1)Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)cccc3)cccc2,198
*Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)*)cccc3)cccc2,214
*Oc1c(cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1cc(c(c(c1)OC)OCCCCCC*)OC)OC,90
*Oc1c(cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1cc(c(c(c1)OC)OCCCCCCCC*)OC)OC,80.9
*Oc1c(cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1cc(c(c(c1)OC)OCCCCCCCCCC*)OC)OC,68.5
*Oc1c(cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1cc(c(c(c1)OC)OCCCCCCCCCCCC*)OC)OC,61.1
*Oc1c(cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1ccc(cc1)/C=C/c1cc(c(c(c1)OC)OCCCCCCCC*)OC)OC,78.7
*C1OC(C(C(C1N)O)O*)CO,122
*C1OC(C(C(C1NC(=O)C)O)O*)CO,236.5
*Oc1ccc(cc1)NC(=O)c1c(ccc(c1)c1cc(c(cc1)C(=O)OCC)C(=O)Nc1ccc(cc1)*)C(=O)OCC,190.15
*Oc1ccc(cc1)NC(=O)c1c(cc(c(c1)C(=O)Nc1ccc(cc1)*)C(=O)OCC)C(=O)OCC,208.05
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)S(=O)(=O)O,214.67
*C1OC2C(C1OC(=O)OC*)OC(O2)(C)C,128
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCC(=O)NC(C(=O)O*)Cc1ccccc1)Cc1ccccc1,97.5
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCC(=O)NC(C(=O)O*)Cc1ccccc1)Cc1ccccc1,91
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCCCC(=O)NC(C(=O)O*)Cc1ccccc1)Cc1ccccc1,74
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCCCCCC(=O)NC(C(=O)O*)Cc1ccccc1)Cc1ccccc1,76
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCC(=O)NC(C(=O)O*)CC(C)C)CC(C)C,91
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCCCC(=O)NC(C(=O)O*)CC(C)C)CC(C)C,89
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCC(=O)NC(C(=O)O*)C(CC)C)C(CC)C,102
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCCCC(=O)NC(C(=O)O*)C(CC)C)C(CC)C,91
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCC(=O)NC(C(=O)O*)CCSC)CCSC,71
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCCCC(=O)NC(C(=O)O*)CCSC)CCSC,61
*Oc1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)*)c1ccccc1)c1ccccc1,218
*Oc1ccc(cc1)N(c1cc2c(cc1)ccc(c2)N(c1ccc(cc1)*)c1ccc(cc1)OC)c1ccc(cc1)OC,197
*Oc1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,274
*Oc1ccc(cc1)NC(=C(C#N)C#N)c1cc2c(cc1)cc(cc2)C(=C(C#N)C#N)Nc1ccc(cc1)*,280
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,255
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=C(C#N)C#N)c1cc(ccc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,228
*C1OC(C(C(C1O)O)O)OC*,183
*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)Oc1ccc(cc1)OCCCC*)C(=O)OCC=C,56
*O[Si](COC(=O)CCCCCCCCC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)OC(=O)CCCCCCCCC(=O)OC[Si](*)(C)C)CC1)(C)C,73
*O[Si](COC(=O)CCCCCCCCC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)OC(=O)CCCCCCCCC(=O)OC[Si](*)(C)C)CCC1)(C)C,80
*O[Si](COC(=O)CCCCCCCCC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)OC(=O)CCCCCCCCC(=O)OC[Si](*)(C)C)CCCC1)(C)C,81
*OCCOCCNC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)NCC*,8
*C1OC(C(C(C1OC(=O)Nc1ccccc1)OC(=O)Nc1ccccc1)O*)COC(=O)Nc1ccccc1,217
*O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](Oc1c2ccccc2c2ccccc2c1*)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,-68
*O[Si](O[Si](O[Si](O[Si](O[Si](Oc1c2ccccc2c2ccccc2c1*)(C)C)(C)C)(C)C)(C)C)(C)C,-38
*O[Si](O[Si](O[Si](O[Si](Oc1c2ccccc2c2ccccc2c1*)(C)C)(C)C)(C)C)(C)C,-35
*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)Oc1ccc(cc1)*,215
*c1oc(nn1)c1ccc(cc1)Oc1c2c(c(cc1)C=Cc1ccc(cc1)Oc1ccc(cc1)*)cccc2,213
*c1oc(nn1)c1c2c(c(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)Oc1c3c(c(cc1)*)cccc3)cccc2,238
*c1oc(nn1)c1c2c(c(cc1)Oc1c3c(c(cc1)C=Cc1ccc(cc1)Oc1c4c(c(cc1)*)cccc4)cccc3)cccc2,241
*Oc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*,76
*Oc1c2c(c(cc1)C=Cc1ccc(cc1)OCCCCCC*)cccc2,78
*Oc1c(ccc(c1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O)*)C12CC3CC(CC(C1)C3)C2,180
*Oc1cc(c(cc1)c1c(cc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O)*)C)C,163
*Oc1ccc(cc1)C1(C2CC3CC(CC1C3)C2)c1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O)*,197
*Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)C1(CCC(CC1)c1ccccc1)c1ccc(cc1)OC(=O)c1ccc(cc1)*,172
*Oc1ccc(cc1)C1(CCCCCCCCCCC1)c1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O)*,181
*Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)*)(C)C,144
*Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O)Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)c1ccc(cc1)*)C)(C)C)C,176
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCC(=O)NC(C(=O)O*)C)C,56
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCC(=O)NC(C(=O)O*)C)C,45
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCC(=O)NC(C(=O)O*)C)C,57
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCCC(=O)NC(C(=O)O*)C)C,46
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCCCC(=O)NC(C(=O)O*)C)C,57
*C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCCCCCC(=O)NC(C(=O)O*)C)C,28
*C1COC2C1OCC2OC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)O*,66
*C1COC2C1OCC2OC(=O)CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)O*,47
*Oc1ccc(cc1)C=Cc1c(cc(c(c1)OCCCCCCCC)C=Cc1ccc(cc1)OCCCCCCCC*)OCCCCCCCC,130
*Oc1ccc(cc1)C(=Cc1c(cc(c(c1)OC)C=C(c1ccc(cc1)*)c1ccc(cc1)F)OC)c1ccc(cc1)F,187
*Oc1ccc(cc1)C(=Cc1c(cc(c(c1)OC)C=C(c1ccc(cc1)*)c1ccc(cc1)C(F)(F)F)OC)c1ccc(cc1)C(F)(F)F,194
*Oc1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,105
*Oc1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCCCCCC*)c1ccccc1)c1ccccc1,90
*Oc1ccc(cc1)C1(C2C3C(CCC3)C(C1)C2)c1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O)*,181
*O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](OC1=C(c2c3c(ccc2)cccc13)*)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,-93
*O[Si](O[Si](O[Si](O[Si](O[Si](OC1=C(c2c3c(ccc2)cccc13)*)(C)C)(C)C)(C)C)(C)C)(C)C,-54
*O[Si](O[Si](O[Si](O[Si](OC1=C(c2c3c(ccc2)cccc13)*)(C)C)(C)C)(C)C)(C)C,-43
*Oc1c(cc(cc1)Oc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)*)C(C)(C)C,208
*OCC(C*)(COC(=O)C(=C)C)CC,72.5
*O[Si](O[Si](OC(CCC(*)C)C)(C)C)(C)C,-83
*O[Si](O[Si](O[Si](OC(CCC(*)C)C)(C)C)(C)C)(C)C,-90
*O[Si](O[Si](O[Si](O[Si](OC(CCC(*)C)C)(C)C)(C)C)(C)C)(C)C,-96
*O[Si](O[Si](O[Si](O[Si](O[Si](OC(CCC(*)C)C)(C)C)(C)C)(C)C)(C)C)(C)C,-106
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)*)(C)C,304
*Oc1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)NC1C(CCCC1)NC(=O)/C(=C/c1ccc(cc1)N(c1ccc(cc1)*)CC)/C#N)\C#N)CC,235
*c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)Cc1ccc(cc1)*,226
*C1COC2C1OCC2OC(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)O*,98
*C1COC2C1OCC2OC(=O)CCCCCCCCC(=O)O*,109
*Oc1ccc(cc1)C(=O)OCCN(CCOC(=O)c1ccc(cc1)OCC#CC#CC*)c1ccc(cc1)[N+](=O)[O-],100
*Oc1ccc(cc1)C(=O)OCCN(CCOC(=O)c1ccc(cc1)OCC#CC#CC*)c1ccc(cc1)N=Nc1ccc(cc1)C#N,121
*Oc1ccc(cc1)C(=O)OCCN(CCOC(=O)c1ccc(cc1)OCC#CC#CC*)c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],100
*Oc1cc(ccc1)C(=O)OCCN(CCOC(=O)c1cc(ccc1)OCC#CC#CC*)c1ccc(cc1)N=Nc1ccc(cc1)C#N,50
